Rank,Previous,ID,Assoc,Gender,Name,Points,Previous Points,WeekNum,MonthNum,YearNum
1,1,105482,CHN,W,LIU Shiwen,3396,3404,0,12,2015
2,2,117332,CHN,W,ZHU Yuling,3290,3284,0,12,2015
3,3,102265,CHN,W,DING Ning,3260,3267,0,12,2015
4,4,102876,JPN,W,FUKUHARA Ai,3176,3203,0,12,2015
5,5,110752,JPN,W,ISHIKAWA Kasumi,3127,3133,0,12,2015
6,6,105350,CHN,W,LI Xiaoxia,3112,3131,0,12,2015
7,7,102712,SGP,W,FENG Tianwei,3092,3105,0,12,2015
8,8,112019,CHN,W,CHEN Meng,3027,3015,0,12,2015
9,9,118762,GER,W,HAN Ying,3008,2986,0,12,2015
10,10,110226,CHN,W,WU Yang,2936,2960,0,12,2015
11,11,117821,JPN,W,ITO Mima,2927,2912,0,12,2015
12,12,108470,KOR,W,SUH Hyowon,2900,2900,0,12,2015
13,13,118994,KOR,W,JEON Jihee,2874,2880,0,12,2015
14,33,111601,CHN,W,MU Zi,2868,2665,0,12,2015
15,14,111065,GER,W,SOLJA Petrissa,2857,2873,0,12,2015
16,16,117820,JPN,W,HIRANO Miu,2853,2844,0,12,2015
17,17,111849,GER,W,SHAN ^ Xiaona,2845,2842,0,12,2015
18,18,111772,NED,W,LI Jie,2827,2827,0,12,2015
19,15,112368,KOR,W,YANG Haeun,2820,2848,0,12,2015
20,19,108226,ROU,W,SAMARA Elizabeta,2791,2791,0,12,2015
21,20,105326,NED,W,LI Jiao,2782,2790,0,12,2015
22,22,110797,TPE,W,CHENG I-Ching,2773,2758,0,12,2015
23,21,113161,TUR,W,HU Melek,2757,2764,0,12,2015
24,23,105469,AUT,W,LIU Jia,2753,2756,0,12,2015
25,28,104124,HKG,W,JIANG Huajun,2747,2720,0,12,2015
26,27,115543,HKG,W,DOO Hoi Kem,2736,2724,0,12,2015
27,25,109421,HKG,W,TIE Yana,2729,2727,0,12,2015
28,24,111628,SGP,W,YU Mengyu,2723,2728,0,12,2015
29,26,103927,JPN,W,ISHIGAKI Yuka,2709,2725,0,12,2015
30,29,105159,HKG,W,LEE Ho Ching,2707,2695,0,12,2015
31,33,102863,POR,W,YU ^ Fu,2697,2665,0,12,2015
32,30,107525,HUN,W,POTA Georgina,2689,2692,0,12,2015
33,36,111882,POL,W,LI Qian,2688,2662,0,12,2015
34,37,109928,JPN,W,WAKAMIYA Misako,2687,2654,0,12,2015
35,31,103610,JPN,W,HIRANO Sayaka,2683,2681,0,12,2015
36,35,113120,PRK,W,RI Myong Sun,2663,2663,0,12,2015
37,32,122261,JPN,W,SATO Hitomi,2662,2669,0,12,2015
38,37,110753,JPN,W,MORIZONO Misaki,2647,2654,0,12,2015
39,39,114105,TPE,W,CHEN Szu-Yu,2619,2638,0,12,2015
40,40,131401,KOR,W,CHOI Hyojoo,2613,2613,0,12,2015
41,46,108875,UKR,W,BILENKO Tetyana,2599,2556,0,12,2015
42,42,108569,ESP,W,SHEN Yanfei,2597,2597,0,12,2015
43,41,103958,GER,W,IVANCAN Irene,2592,2611,0,12,2015
44,44,105311,SWE,W,LI ^ Fen,2584,2584,0,12,2015
45,43,106114,RUS,W,MIKHAILOVA Polina,2582,2596,0,12,2015
46,45,118787,SGP,W,ZHOU ^ Yihan,2556,2557,0,12,2015
47,47,121401,POR,W,SHAO ^ Jieni,2548,2549,0,12,2015
48,48,112868,MON,W,YANG ^ Xiaoxin,2527,2528,0,12,2015
49,60,117822,JPN,W,KATO Miyu,2511,2456,0,12,2015
50,57,117819,JPN,W,HAMAMOTO ^^ Yui,2509,2476,0,12,2015
51,52,111066,GER,W,WINTER Sabine,2502,2504,0,12,2015
52,51,110213,GER,W,WU Jiaduo,2492,2507,0,12,2015
53,55,107321,UKR,W,PESOTSKA Margaryta,2486,2486,0,12,2015
54,53,107477,AUT,W,POLCANOVA Sofia,2475,2497,0,12,2015
55,61,131342,SGP,W,ZENG ^^ Jian,2473,2444,0,12,2015
55,58,106706,LUX,W,NI Xia Lian,2473,2473,0,12,2015
57,54,118786,SGP,W,LIN Ye,2463,2495,0,12,2015
57,50,108658,GER,W,LANG Kristin,2463,2511,0,12,2015
59,59,123672,JPN,W,HAYATA Hina,2448,2458,0,12,2015
60,72,111012,ROU,W,SZOCS Bernadette,2447,2409,0,12,2015
61,0,107221,BLR,W,PAVLOVICH Viktoria,2443,2449,0,12,2015
63,63,132186,CHN,W,SUN Chen,2442,2442,0,12,2015
